building_id,xml_filename,should_run_simulation,OccupancyClassification,Address,BuildingName,ParcelNumber,FloorArea(ft2),YearBuilt,template,SiteEUI(kBtu/ft2),SourceEUI(kBtu/ft2),ElectricityEUI(kBtu/ft2),GasEUI(kBtu/ft2),YearEUI
27905,27905.xml,1,Retail,767 - 767 BUSH ST,Building [767 - 767 BUSH ST],SF0284018,2192,2004,CBES T24 2001,,,,,
28040,28040.xml,1,Office,3293 - 3295 MISSION ST,Building [3293 - 3295 MISSION ST],SF5615034,4000,1900,CBES Pre-1978,,,,,
28070,28070.xml,1,Office,441 - 443 CASTRO ST,Building [441 - 443 CASTRO ST],SF3582066,2160,2003,CBES T24 2001,,,,,
28120,28120.xml,1,Office,1250 - 1250 FOLSOM ST,Building [1250 - 1250 FOLSOM ST],SF3729015,5750,1999,CBES T24 1992,,,,,
28211,28211.xml,1,Office,1135 - 1135 VICENTE ST,Building [1135 - 1135 VICENTE ST],SF2474045A,1268,1995,CBES T24 1992,,,,,
28212,28212.xml,1,Office,2537 - 2537 OCEAN AVE,Building [2537 - 2537 OCEAN AVE],SF7226021C,1995,1940,CBES Pre-1978,,,,,
28277,28277.xml,1,Retail,3809 - 3809 GEARY BLVD,Building [3809 - 3809 GEARY BLVD],SF1542048,4000,1951,CBES Pre-1978,,,,,
28397,28397.xml,1,Office,1914 - 1920 POLK ST,Building [1914 - 1920 POLK ST],SF0596022,3768,1950,CBES Pre-1978,,,,,
28523,28523.xml,1,Retail,1740 - 1740 BUCHANAN ST,Building [1740 - 1740 BUCHANAN ST],SF0686036,3432,2000,CBES T24 1992,,,,,
28541,28541.xml,1,Retail,2172 - 2176 CHESTNUT ST,Building [2172 - 2176 CHESTNUT ST],SF0486A027,2025,1931,CBES Pre-1978,,,,,
28562,28562.xml,1,Retail,501 - 501 DIVISADERO ST,Building [501 - 501 DIVISADERO ST],SF1204011,4525,2003,CBES T24 2001,,,,,
28728,28728.xml,1,Retail,824 - 824 MONTGOMERY ST,Building [824 - 824 MONTGOMERY ST],SF0175017,4406,2000,CBES T24 1992,,,,,
28741,28741.xml,1,Office,343 - 343 WEST PORTAL AVE,345 W Portal Ave [343 - 343 WEST PORTAL AVE],SF3012018,11113,2015,CBES T24 2008,38,90,23.97129187,14.02870813,2015
28773,28773.xml,1,Retail,3125 - 3127 FILLMORE ST,Building [3125 - 3127 FILLMORE ST],SF0515007,2971,1906,CBES Pre-1978,,,,,
28817,28817.xml,1,Retail,4651 - 4653 MISSION ST,Building [4651 - 4653 MISSION ST],SF6083030,3150,2002,CBES T24 2001,,,,,
28875,28875.xml,1,Retail,198 - 198 VALENCIA ST,Building [198 - 198 VALENCIA ST],SF3502108,2100,2003,CBES T24 2001,,,,,
28923,28923.xml,1,Retail,2909 - 2909 WEBSTER ST,Building [2909 - 2909 WEBSTER ST],SF0533036,4000,2007,CBES T24 2005,,,,,
29038,29038.xml,1,Retail,2456 - 2456 SAN BRUNO AVE,Building [2456 - 2456 SAN BRUNO AVE],SF5925003,1620,2000,CBES T24 1992,,,,,
29058,29058.xml,1,Retail,512 - 520 GRANT AVE,Building [512 - 520 GRANT AVE],SF0258014,5445,1908,CBES Pre-1978,,,,,
29181,29181.xml,1,Retail,2424 - 2424 LOMBARD ST,Building [2424 - 2424 LOMBARD ST],SF0936011,2000,1940,CBES Pre-1978,,,,,
29205,29205.xml,1,Retail,2109 - 2109 GENEVA AVE,Building [2109 - 2109 GENEVA AVE],SF6323008N,1935,1958,CBES Pre-1978,,,,,
29217,29217.xml,1,Retail,2152 - 2154 MISSION ST,Building [2152 - 2154 MISSION ST],SF3576008,2000,2000,CBES T24 1992,,,,,
29499,29499.xml,1,Office,532 - 534 JESSIE ST,Building [532 - 534 JESSIE ST],SF3703010,3200,2013,CBES T24 2008,,,,,
29542,29542.xml,1,Retail,2276 - 2278 MISSION ST,Building [2276 - 2278 MISSION ST],SF3589014,2000,1994,CBES T24 1992,,,,,
29629,29629.xml,1,Retail,1441 - 1443 OCEAN AVE,Building [1441 - 1443 OCEAN AVE],SF6941059,1350,1948,CBES Pre-1978,,,,,
29644,29644.xml,1,Office,99 - 99 OSGOOD PL,Building [99 - 99 OSGOOD PL],SF0164020,7200,2009,CBES T24 2008,,,,,
29782,29782.xml,1,Retail,3059 - 3059 GEARY BLVD,Building [3059 - 3059 GEARY BLVD],SF1089026,384,2015,CBES T24 2008,,,,,
29902,29902.xml,1,Retail,2371 - 2373 CHESTNUT ST,Building [2371 - 2373 CHESTNUT ST],SF0936018D,2000,1998,CBES T24 1992,,,,,
29905,29905.xml,1,Office,883 - 883 SUTTER ST,Building [883 - 883 SUTTER ST],SF0299016,1975,2014,CBES T24 2008,,,,,
29983,29983.xml,1,Retail,32 - 32 MONTEREY BLVD,Building [32 - 32 MONTEREY BLVD],SF6768004,3594,1978,CBES T24 1978,,,,,
30134,30134.xml,1,Office,2336 - 2336 MARKET ST,Building [2336 - 2336 MARKET ST],SF3562006,3809,2006,CBES T24 2005,,,,,
30301,30301.xml,1,Retail,559 - 559 HAYES ST,Building [559 - 559 HAYES ST],SF0818036,1375,1999,CBES T24 1992,,,,,
30383,30383.xml,1,Office,135 - 135 HAZELWOOD AVE,Building [135 - 135 HAZELWOOD AVE],SF3111006,1091,1994,CBES T24 1992,,,,,
30440,30440.xml,1,Office,4655 - 4657 MISSION ST,Building [4655 - 4657 MISSION ST],SF6083029,2900,2001,CBES T24 2001,,,,,
30508,30508.xml,1,Retail,1410 - 1410 IRVING ST,Building [1410 - 1410 IRVING ST],SF1735019,2000,1999,CBES T24 1992,,,,,
30561,30561.xml,1,Retail,26 - 28 SOUTH PARK ,Building [26 - 28 SOUTH PARK ],SF3775049,3670,1997,CBES T24 1992,,,,,
30681,30681.xml,1,Office,534 - 536 PACIFIC AVE,Building [534 - 536 PACIFIC AVE],SF0163006,3750,1900,CBES Pre-1978,,,,,
30728,30728.xml,1,Retail,100 - 100 GEARY ST,Building [100 - 100 GEARY ST],SF0309003,10000,2013,CBES T24 2008,,,,,
30757,30757.xml,1,Retail,5137 - 5137 MISSION ST,Building [5137 - 5137 MISSION ST],SF6410012,1927,1918,CBES Pre-1978,,,,,
30763,30763.xml,1,Retail,310 - 310 SUTTER ST,Building [310 - 310 SUTTER ST],SF0286006,8150,2004,CBES T24 2001,,,,,
30832,30832.xml,1,Retail,6237 - 6237 03RD ST,Building [6237 - 6237 03RD ST],SF4941020,3500,1997,CBES T24 1992,,,,,
30843,30843.xml,1,Office,2812 - 2812 MISSION ST,Building [2812 - 2812 MISSION ST],SF6516001B,3314,1963,CBES Pre-1978,,,,,
30889,30889.xml,1,Office,2232 - 2232 WEBSTER ST,Building [2232 - 2232 WEBSTER ST],SF0613028,7840,1969,CBES Pre-1978,,,,,
31203,31203.xml,1,Retail,17 - 21 DRUMM ST,Building [17 - 21 DRUMM ST],SF0235007,5820,1912,CBES Pre-1978,,,,,
31230,31230.xml,1,Retail,4476 - 4478 MISSION ST,Building [4476 - 4478 MISSION ST],SF6796007,2453,1997,CBES T24 1992,,,,,
31253,31253.xml,1,Retail,286 - 286 DIVISADERO ST,Building [286 - 286 DIVISADERO ST],SF1238025,3020,2005,CBES T24 2005,,,,,
31306,31306.xml,1,Office,1068 - 1068 MISSION ST,Building [1068 - 1068 MISSION ST],SF3703040,4660,2001,CBES T24 2001,,,,,
31315,31315.xml,1,Retail,5186 - 5188 MISSION ST,Building [5186 - 5188 MISSION ST],SF7030007A,1912,2004,CBES T24 2001,,,,,
31410,31410.xml,1,Office,745 - 749 PORTOLA DR,Building [745 - 749 PORTOLA DR],SF2901C011,2100,1928,CBES Pre-1978,,,,,
31467,31467.xml,1,Retail,541 - 541 VALENCIA ST,Building [541 - 541 VALENCIA ST],SF3569043,1750,1948,CBES Pre-1978,,,,,
31489,31489.xml,1,Retail,1200 - 1220 16TH ST,Building [1200 - 1220 16TH ST],SF3939A001,533,1948,CBES Pre-1978,,,,,
31537,31537.xml,1,Retail,1815 - 1819 IRVING ST,Building [1815 - 1819 IRVING ST],SF1774002,1810,1996,CBES T24 1992,,,,,
31673,31673.xml,1,Office,1630 - 1630 LOMBARD ST,Building [1630 - 1630 LOMBARD ST],SF0496006,2650,1900,CBES Pre-1978,,,,,
31825,31825.xml,1,Retail,1218 - 1218 VALENCIA ST,Building [1218 - 1218 VALENCIA ST],SF3644002,1652,2015,CBES T24 2008,,,,,
31996,31996.xml,1,Retail,4320 - 4320 MISSION ST,Building [4320 - 4320 MISSION ST],SF6800045,192,2015,CBES T24 2008,,,,,
32006,32006.xml,1,Office,72 - 72 TEHAMA ST,Building [72 - 72 TEHAMA ST],SF3736091,3625,2015,CBES T24 2008,,,,,
32131,32131.xml,1,Retail,1069 - 1077 PINE ST,Building [1069 - 1077 PINE ST],SF0275008,1875,2001,CBES T24 2001,,,,,
32306,32306.xml,1,Retail,5512 - 5512 GEARY BLVD,Building [5512 - 5512 GEARY BLVD],SF1451019,1740,2015,CBES T24 2008,,,,,
32357,32357.xml,1,Office,495 - 497 FULTON ST,Building [495 - 497 FULTON ST],SF0793023,4650,1909,CBES Pre-1978,,,,,
32375,32375.xml,1,Retail,1712 - 1712 TARAVAL ST,Building [1712 - 1712 TARAVAL ST],SF2356009,3600,1997,CBES T24 1992,,,,,
32453,32453.xml,1,Retail,83 - 83 LELAND AVE,Building [83 - 83 LELAND AVE],SF6250029,1663,1947,CBES Pre-1978,,,,,
32466,32466.xml,1,Office,2410 - 2410 CLEMENT ST,Building [2410 - 2410 CLEMENT ST],SF1408014,3641,2013,CBES T24 2008,,,,,
32501,32501.xml,1,Office,553 - 555 CLAY ST,Building [553 - 555 CLAY ST],SF0228032,3594,2013,CBES T24 2008,,,,,
32542,32542.xml,1,Office,1224 - 1226 STOCKTON ST,Building [1224 - 1226 STOCKTON ST],SF0161022,6576,2003,CBES T24 2001,,,,,
32653,32653.xml,1,Retail,2401 - 2401 POST ST,Building [2401 - 2401 POST ST],SF1080001,1725,2002,CBES T24 2001,,,,,
32666,32666.xml,1,Retail,1696 - 1696 VALENCIA ST,Building [1696 - 1696 VALENCIA ST],SF6596002,2079,2001,CBES T24 2001,,,,,
32693,32693.xml,1,Retail,433 - 433 GRANT AVE,Building [433 - 433 GRANT AVE],SF0271002,3674,1922,CBES Pre-1978,,,,,
32995,32995.xml,1,Office,2749 - 2751 HYDE ST,Building [2749 - 2751 HYDE ST],SF0025003,4670,2003,CBES T24 2001,,,,,
33019,33019.xml,1,Retail,1026 - 1026 VALENCIA ST,Building [1026 - 1026 VALENCIA ST],SF3617004,1750,1996,CBES T24 1992,,,,,
33066,33066.xml,1,Retail,2356 - 2356 MISSION ST,Building [2356 - 2356 MISSION ST],SF3596011,2950,1994,CBES T24 1992,,,,,
33080,33080.xml,1,Retail,3119 - 3121 CLEMENT ST,Building [3119 - 3121 CLEMENT ST],SF1464026,2100,2002,CBES T24 2001,,,,,
33368,33368.xml,1,Office,2038 - 2038 MISSION ST,Building [2038 - 2038 MISSION ST],SF3569006,1882,1902,CBES Pre-1978,,,,,
33439,33439.xml,1,Office,1119 - 1121 MISSION ST,Building [1119 - 1121 MISSION ST],SF3727130,4000,2007,CBES T24 2005,,,,,
33550,33550.xml,1,Office,1766 - 1766 18TH ST,Building [1766 - 1766 18TH ST],SF4006014,2611,1984,CBES T24 1978,,,,,
33572,33572.xml,1,Retail,1443 - 1449 LOMBARD ST,Building [1443 - 1449 LOMBARD ST],SF0503104,4930,2014,CBES T24 2008,,,,,
33615,33615.xml,1,Retail,724 - 724 LARKIN ST,Building [724 - 724 LARKIN ST],SF0321023,1900,2008,CBES T24 2008,,,,,
33676,33676.xml,1,Office,76 - 78 02ND ST,Building [76 - 78 02ND ST],SF3707010,5628,2014,CBES T24 2008,,,,,
33729,33729.xml,1,Retail,953 - 953 GRANT AVE,Building [953 - 953 GRANT AVE],SF0193003,4220,1908,CBES Pre-1978,,,,,
33755,33755.xml,1,Office,2345 - 2345 NORIEGA ST,Building [2345 - 2345 NORIEGA ST],SF2067049,1376,1951,CBES Pre-1978,,,,,
33766,33766.xml,1,Office,1627 - 1629 IRVING ST,Building [1627 - 1629 IRVING ST],SF1772012,4700,2012,CBES T24 2008,,,,,
33794,33794.xml,1,Retail,1920 - 1920 HAYES ST,Building [1920 - 1920 HAYES ST],SF1195002F,1720,1923,CBES Pre-1978,,,,,
33966,33966.xml,1,Retail,1240 - 1240 REVERE AVE,Building [1240 - 1240 REVERE AVE],SF4762006,1932,1922,CBES Pre-1978,,,,,
34015,34015.xml,1,Retail,727 - 727 PORTOLA DR,Building [727 - 727 PORTOLA DR],SF2901C014,2000,2005,CBES T24 2005,,,,,
34088,34088.xml,1,Retail,2018 - 2018 WEBSTER ST,Building [2018 - 2018 WEBSTER ST],SF0637014,3470,2015,CBES T24 2008,,,,,
34234,34234.xml,1,Retail,735 - 739 CLAY ST,Building [735 - 739 CLAY ST],SF0226045,5150,2012,CBES T24 2008,,,,,
34254,34254.xml,1,Retail,4527 - 4529 MISSION ST,Building [4527 - 4529 MISSION ST],SF6014040,2150,2013,CBES T24 2008,,,,,
34322,34322.xml,1,Retail,381 - 383 GEARY ST,Building [381 - 383 GEARY ST],SF0315020A,4160,1922,CBES Pre-1978,,,,,
34387,34387.xml,1,Office,1425 - 1429 NORIEGA ST,Building [1425 - 1429 NORIEGA ST],SF2058011,3261,1998,CBES T24 1992,,,,,
34477,34477.xml,1,Retail,614 - 614 JACKSON ST,Building [614 - 614 JACKSON ST],SF0177004,5829,2014,CBES T24 2008,,,,,
34688,34688.xml,1,Retail,4011 - 4011 JUDAH ST,Building [4011 - 4011 JUDAH ST],SF1808054,1470,1945,CBES Pre-1978,,,,,
34698,34698.xml,1,Office,1681 - 1681 FOLSOM ST,Building [1681 - 1681 FOLSOM ST],SF3522059,3500,2015,CBES T24 2008,,,,,
34858,34858.xml,1,Retail,420 - 430 COLUMBUS AVE,Building [420 - 430 COLUMBUS AVE],SF0131016,3808,1999,CBES T24 1992,,,,,
35039,35039.xml,1,Retail,3614 - 3614 BALBOA ST,Building [3614 - 3614 BALBOA ST],SF1580005B,1750,1927,CBES Pre-1978,,,,,
35127,35127.xml,1,Office,30 - 34 07TH ST,Building [30 - 34 07TH ST],SF3702002,5625,2011,CBES T24 2008,,,,,
35263,35263.xml,1,Retail,261 - 271 COLUMBUS AVE,Building [261 - 271 COLUMBUS AVE],SF0162018,4110,2000,CBES T24 1992,,,,,
35279,35279.xml,1,Retail,1433 - 1433 TARAVAL ST,Building [1433 - 1433 TARAVAL ST],SF2401039,2562,1999,CBES T24 1992,,,,,
35455,35455.xml,1,Office,245 - 245 VALLEJO ST,Building [245 - 245 VALLEJO ST],SF0142008,3500,2013,CBES T24 2008,,,,,
35554,35554.xml,1,Retail,4743 - 4743 MISSION ST,Building [4743 - 4743 MISSION ST],SF6084024A,3250,1948,CBES Pre-1978,,,,,
35646,35646.xml,1,Office,554 - 556 COMMERCIAL ST,Building [554 - 556 COMMERCIAL ST],SF0228022,6932,1998,CBES T24 1992,,,,,
35997,35997.xml,1,Retail,2109 - 2109 CLEMENT ST,Building [2109 - 2109 CLEMENT ST],SF1454041,3000,1922,CBES Pre-1978,,,,,
36062,36062.xml,1,Retail,554 - 554 MARKET ST,Building [554 - 554 MARKET ST],SF0291003,5898,1907,CBES Pre-1978,,,,,
36483,36483.xml,1,Office,853 - 857 MONTGOMERY ST,Building [853 - 857 MONTGOMERY ST],SF0176002,5175,2012,CBES T24 2008,,,,,
36610,36610.xml,1,Office,3416 - 3416 19TH ST,Building [3416 - 3416 19TH ST],SF3589019,2234,2014,CBES T24 2008,,,,,
36818,36818.xml,1,Retail,1044 - 1044 TARAVAL ST,Building [1044 - 1044 TARAVAL ST],SF2349021,1550,2011,CBES T24 2008,,,,,
36856,36856.xml,1,Retail,3315 - 3315 BALBOA ST,Building [3315 - 3315 BALBOA ST],SF1610037,2572,1999,CBES T24 1992,,,,,
36892,36892.xml,1,Retail,3456 - 3456 MISSION ST,Building [3456 - 3456 MISSION ST],SF6660011,1360,2011,CBES T24 2008,,,,,
36982,36982.xml,1,Retail,2750 - 2750 SLOAT BLVD,Building [2750 - 2750 SLOAT BLVD],SF2514007,1700,2012,CBES T24 2008,,,,,
37046,37046.xml,1,Retail,200 - 214 POWELL ST,Building [200 - 214 POWELL ST],SF0314007,8243,2008,CBES T24 2008,,,,,
37244,37244.xml,1,Retail,3020 - 3020 CLEMENT ST,Building [3020 - 3020 CLEMENT ST],SF1402020,1750,2009,CBES T24 2008,,,,,
37430,37430.xml,1,Retail,3419 - 3419 CALIFORNIA ST,Building [3419 - 3419 CALIFORNIA ST],SF1034002A,1660,1998,CBES T24 1992,,,,,
37517,37517.xml,1,Retail,1222 - 1222 NORIEGA ST,Building [1222 - 1222 NORIEGA ST],SF2030011,1320,1999,CBES T24 1992,,,,,
37716,37716.xml,1,Retail,555 - 555 HAYES ST,Building [555 - 555 HAYES ST],SF0818022A,2090,1999,CBES T24 1992,,,,,
37722,37722.xml,1,Retail,2172 - 2172 MISSION ST,Building [2172 - 2172 MISSION ST],SF3576011,1840,2010,CBES T24 2008,,,,,
37748,37748.xml,1,Retail,151 - 155 06TH ST,Building [151 - 155 06TH ST],SF3725062,1500,1925,CBES Pre-1978,,,,,
37860,37860.xml,1,Retail,3243 - 3247 PIERCE ST,Building [3243 - 3247 PIERCE ST],SF0489004,3300,2003,CBES T24 2001,,,,,
37962,37962.xml,1,Office,2742 - 2742 17TH ST,Building [2742 - 2742 17TH ST],SF3965024,3000,2002,CBES T24 2001,,,,,
37996,37996.xml,1,Retail,3608 - 3610 BALBOA ST,Building [3608 - 3610 BALBOA ST],SF1580005A,2250,2015,CBES T24 2008,,,,,
38064,38064.xml,1,Retail,3715 - 3717 BALBOA ST,Building [3715 - 3717 BALBOA ST],SF1606046,1700,2004,CBES T24 2001,,,,,
38075,38075.xml,1,Retail,41 - 41 LELAND AVE,Building [41 - 41 LELAND AVE],SF6249013,1500,2001,CBES T24 2001,,,,,
38107,38107.xml,1,Office,679 - 679 MCALLISTER ST,Building [679 - 679 MCALLISTER ST],SF0785039,5454,2007,CBES T24 2005,,,,,
38237,38237.xml,1,Retail,1942 - 1950 MARKET ST,Building [1942 - 1950 MARKET ST],SF0872004,2364,1995,CBES T24 1992,,,,,
38285,38285.xml,1,Retail,269 - 269 SOUTH VAN NESS AVE,Building [269 - 269 SOUTH VAN NESS AVE],SF3530047,2648,1969,CBES Pre-1978,,,,,
38380,38380.xml,1,Retail,1709 - 1713 LOMBARD ST,Building [1709 - 1713 LOMBARD ST],SF0506042,3438,1995,CBES T24 1992,,,,,
38406,38406.xml,1,Retail,5848 - 5850 GEARY BLVD,Building [5848 - 5850 GEARY BLVD],SF1454022E,1980,1996,CBES T24 1992,,,,,
38443,38443.xml,1,Office,1128 - 1128 IRVING ST,Building [1128 - 1128 IRVING ST],SF1738022,1838,2003,CBES T24 2001,,,,,
38725,38725.xml,1,Retail,5130 - 5130 03RD ST,Building [5130 - 5130 03RD ST],SF5358008,1950,1998,CBES T24 1992,,,,,
39026,39026.xml,1,Retail,237 - 237 POST ST,Building [237 - 237 POST ST],SF0309025,5985,2012,CBES T24 2008,,,,,
39134,39134.xml,1,Office,1831 - 1831 POWELL ST,Building [1831 - 1831 POWELL ST],SF0090006,1750,1924,CBES Pre-1978,,,,,
39157,39157.xml,1,Retail,3018 - 3018 22ND ST,Building [3018 - 3018 22ND ST],SF3614013,3410,2007,CBES T24 2005,,,,,
39342,39342.xml,1,Office,3049 - 3049 SAN BRUNO AVE,Building [3049 - 3049 SAN BRUNO AVE],SF5467029,1206,2013,CBES T24 2008,,,,,
39354,39354.xml,1,Retail,2024 - 2026 IRVING ST,Building [2024 - 2026 IRVING ST],SF1729022,1930,1933,CBES Pre-1978,,,,,
39360,39360.xml,1,Retail,1927 - 1929 OCEAN AVE,Building [1927 - 1929 OCEAN AVE],SF6915029,1193,1947,CBES Pre-1978,,,,,
39405,39405.xml,1,Office,340 - 340 DIVISION ST,Building [340 - 340 DIVISION ST],SF3528007,1415,2011,CBES T24 2008,,,,,
39639,39639.xml,1,Retail,431 - 433 CLEMENT ST,Building [431 - 433 CLEMENT ST],SF1437040,1375,2009,CBES T24 2008,,,,,
39799,39799.xml,1,Retail,758 - 760 PACIFIC AVE,Building [758 - 760 PACIFIC AVE],SF0161014,3582,1997,CBES T24 1992,,,,,
39927,39927.xml,1,Retail,545 - 545 VALENCIA ST,Building [545 - 545 VALENCIA ST],SF3569042,3600,1995,CBES T24 1992,,,,,
40003,40003.xml,1,Office,528 - 532 GRANT AVE,Building [528 - 532 GRANT AVE],SF0258016,6000,2014,CBES T24 2008,,,,,
40109,40109.xml,1,Retail,201 - 201 19TH AVE,Building [201 - 201 19TH AVE],SF1414001,2000,1915,CBES Pre-1978,,,,,
40185,40185.xml,1,Office,324 - 328 HAYES ST,Building [324 - 328 HAYES ST],SF0809006,5250,2005,CBES T24 2005,,,,,
40489,40489.xml,1,Retail,1244 - 1244 NORIEGA ST,Building [1244 - 1244 NORIEGA ST],SF2030012A,1662,2006,CBES T24 2005,,,,,
40521,40521.xml,1,Retail,741 - 743 JACKSON ST,Building [741 - 743 JACKSON ST],SF0193032,4829,1907,CBES Pre-1978,,,,,
40761,40761.xml,1,Office,150 - 150 SOUTH PARK ,Building [150 - 150 SOUTH PARK ],SF3775065,3520,2014,CBES T24 2008,,,,,
40774,40774.xml,1,Retail,744 - 746 CLEMENT ST,Building [744 - 746 CLEMENT ST],SF1425026,1625,1939,CBES Pre-1978,,,,,
41016,41016.xml,1,Retail,4054 - 4054 24TH ST,Building [4054 - 4054 24TH ST],SF3656017,1250,2016,CBES T24 2008,,,,,
41077,41077.xml,1,Office,331 - 333 FRANKLIN ST,Building [331 - 333 FRANKLIN ST],SF0809003,5175,1994,CBES T24 1992,,,,,
41325,41325.xml,1,Retail,2122 - 2122 CABRILLO ST,Building [2122 - 2122 CABRILLO ST],SF1622021,850,1996,CBES T24 1992,,,,,
41489,41489.xml,1,Office,2305 - 2305 JUDAH ST,Building [2305 - 2305 JUDAH ST],SF1825001,2675,1948,CBES Pre-1978,,,,,
41595,41595.xml,1,Retail,227 - 231 KEARNY ST,Building [227 - 231 KEARNY ST],SF0287004,4727,1908,CBES Pre-1978,,,,,
41678,41678.xml,1,Office,1514 - 1514 TARAVAL ST,Building [1514 - 1514 TARAVAL ST],SF2354010,1750,2000,CBES T24 1992,,,,,
41756,41756.xml,1,Office,67 - 71 HAIGHT ST,Building [67 - 71 HAIGHT ST],SF0855003,2075,2007,CBES T24 2005,,,,,
41871,41871.xml,1,Office,526 - 526 COLUMBUS AVE,Building [526 - 526 COLUMBUS AVE],SF0117003,5181,2012,CBES T24 2008,,,,,
41967,41967.xml,1,Retail,70 - 70 02ND ST,Building [70 - 70 02ND ST],SF3707009,7640,1907,CBES Pre-1978,,,,,
42026,42026.xml,1,Retail,1149 - 1151 FOLSOM ST,Building [1149 - 1151 FOLSOM ST],SF3755078,3620,1987,CBES T24 1978,,,,,
42142,42142.xml,1,Retail,1374 - 1376 09TH AVE,Building [1374 - 1376 09TH AVE],SF1763025,684,1900,CBES Pre-1978,,,,,
42263,42263.xml,1,Retail,6114 - 6114 GEARY BLVD,Building [6114 - 6114 GEARY BLVD],SF1457019,2100,1940,CBES Pre-1978,,,,,
42273,42273.xml,1,Retail,1782 - 1782 UNION ST,Building [1782 - 1782 UNION ST],SF0529012,3276,1900,CBES Pre-1978,,,,,
42480,42480.xml,1,Retail,917 - 917 BUSH ST,Building [917 - 917 BUSH ST],SF0282017,1472,1921,CBES Pre-1978,,,,,
42548,42548.xml,1,Retail,612 - 616 CLEMENT ST,Building [612 - 616 CLEMENT ST],SF1426020,2288,2010,CBES T24 2008,,,,,
42573,42573.xml,1,Retail,11 - 11 APPLETON AVE,Building [11 - 11 APPLETON AVE],SF5712021A,1600,1997,CBES T24 1992,,,,,
42877,42877.xml,1,Retail,932 - 932 GENEVA AVE,Building [932 - 932 GENEVA AVE],SF6411026,1392,1923,CBES Pre-1978,,,,,
42947,42947.xml,1,Retail,1150 - 1150 TARAVAL ST,Building [1150 - 1150 TARAVAL ST],SF2350024,1518,1971,CBES Pre-1978,,,,,
43253,43253.xml,1,Retail,683 - 683 CHENERY ST,Building [683 - 683 CHENERY ST],SF6742011,2070,1929,CBES Pre-1978,,,,,
43409,43409.xml,1,Retail,2244 - 2244 TARAVAL ST,Building [2244 - 2244 TARAVAL ST],SF2361020,2075,2014,CBES T24 2008,,,,,
43415,43415.xml,1,Retail,1178 - 1178 GENEVA AVE,Building [1178 - 1178 GENEVA AVE],SF6413034,1750,1999,CBES T24 1992,,,,,
44086,44086.xml,1,Retail,400 - 400 CORTLAND AVE,Building [400 - 400 CORTLAND AVE],SF5678022,1625,1996,CBES T24 1992,,,,,
44338,44338.xml,1,Retail,3129 - 3129 CLEMENT ST,Building [3129 - 3129 CLEMENT ST],SF1464024A,1580,2002,CBES T24 2001,,,,,
44464,44464.xml,1,Retail,5282 - 5282 03RD ST,Building [5282 - 5282 03RD ST],SF5411016,1715,1972,CBES Pre-1978,,,,,
44565,44565.xml,1,Retail,2600 - 2600 BAY SHORE BLVD,Building [2600 - 2600 BAY SHORE BLVD],SF6309B001,2600,2004,CBES T24 2001,,,,,
44826,44826.xml,1,Retail,453 - 453 CORTLAND AVE,Building [453 - 453 CORTLAND AVE],SF5665018,1472,1912,CBES Pre-1978,,,,,
44915,44915.xml,1,Retail,1039 - 1043 TARAVAL ST,Building [1039 - 1043 TARAVAL ST],SF2405036,3300,1936,CBES Pre-1978,,,,,
45546,45546.xml,1,Office,3189 - 3189 21ST ST,Building [3189 - 3189 21ST ST],SF3615072,316,2007,CBES T24 2005,,,,,
45578,45578.xml,1,Retail,1521 - 1521 OCEAN AVE,Building [1521 - 1521 OCEAN AVE],SF6936015,1595,1936,CBES Pre-1978,,,,,
45942,45942.xml,1,Retail,1278 - 1278 PACIFIC AVE,Building [1278 - 1278 PACIFIC AVE],SF0156020,2254,1922,CBES Pre-1978,,,,,
46496,46496.xml,1,Office,141 - 141 COLUMBUS AVE,Sentinel Building [141 - 141 COLUMBUS AVE],SF0176013,11044,1999,CBES T24 1992,213,365,67.63157895,145.3684211,2015
46792,46792.xml,1,Retail,515 - 515 VALENCIA ST,Building [515 - 515 VALENCIA ST],SF3569048,1750,1908,CBES Pre-1978,,,,,
46862,46862.xml,1,Retail,374 - 374 BRANNAN ST,Building [374 - 374 BRANNAN ST],SF3775021,3520,1908,CBES Pre-1978,,,,,
47118,47118.xml,1,Retail,272 - 272 POST ST,Building [272 - 272 POST ST],SF0294010,7413,1909,CBES Pre-1978,,,,,
47353,47353.xml,1,Retail,2918 - 2918 21ST AVE,Building [2918 - 2918 21ST AVE],SF7204012,1921,2002,CBES T24 2001,,,,,
47357,47357.xml,1,Retail,4591 - 4591 MISSION ST,Building [4591 - 4591 MISSION ST],SF6014025,2000,2014,CBES T24 2008,,,,,
47577,47577.xml,1,Retail,239 - 239 GRANT AVE,Building [239 - 239 GRANT AVE],SF0294004,10650,2012,CBES T24 2008,,,,,
47735,47735.xml,1,Retail,439 - 439 CORTLAND AVE,Building [439 - 439 CORTLAND AVE],SF5665021,1500,2004,CBES T24 2001,,,,,
47873,47873.xml,1,Office,1640 - 1644 TARAVAL ST,Building [1640 - 1644 TARAVAL ST],SF2355012,1380,1950,CBES Pre-1978,,,,,
48148,48148.xml,1,Retail,667 - 667 MONTEREY BLVD,Building [667 - 667 MONTEREY BLVD],SF3115035,2166,2014,CBES T24 2008,,,,,
48341,48341.xml,1,Retail,1532 - 1532 HOWARD ST,Building [1532 - 1532 HOWARD ST],SF3511015,1599,1907,CBES Pre-1978,,,,,
